date,visitors,conversion_rate,orders,revenue,refunds,marketing_spend,is_anomaly,anomaly_type
2025-02-04,12822,4.6332357091907115,594,648613.4684650953,25,46807.51762603051,False,normal
2025-02-05,10779,3.6419503194219716,392,369948.38730805216,23,39281.36896339669,False,normal
2025-02-06,12208,3.9902187419661796,487,485636.8484102384,26,45542.79852888262,False,normal
2025-02-07,10040,4.201835294901365,421,480640.565408204,27,44833.8500467777,False,normal
2025-02-08,10671,4.21644320781766,449,426479.3432842634,30,43959.4157136373,False,normal
2025-02-09,12196,4.042477084982265,493,564482.9711273988,37,44357.31244280535,False,normal
2025-02-10,12738,4.4179974763216245,562,593820.5270180783,20,35590.754772511806,False,normal
2025-02-11,12171,3.826332849716092,465,444076.23593673325,27,42256.37546129519,False,normal
2025-02-12,11884,4.150167180242548,493,517942.1612283497,23,45464.22450570558,False,normal
2025-02-13,11698,4.242103471099165,496,534590.9605611886,25,45799.281959987005,False,normal
2025-02-14,10521,4.3800535919205625,460,482882.6066095928,22,39861.62429537021,False,normal
2025-02-15,11280,4.449065207331111,501,438065.39322679053,30,51328.539204323504,False,normal
2025-02-16,11539,3.806375267856746,439,413462.9423850306,22,40669.1257589275,False,normal
2025-02-17,13057,3.6630600402425326,478,468534.8873765105,28,49847.286002633686,False,normal
2025-02-18,12343,4.647186887664478,573,569587.9716100539,24,47135.97180935842,False,normal
2025-02-19,10236,4.316309904192857,441,462897.3116015879,20,41768.863450780984,False,normal
2025-02-20,12324,3.9380297122052066,485,491894.7988362103,20,53876.554463047556,False,normal
2025-02-21,11614,4.742903191432883,550,491244.84821675555,28,39031.8158412176,False,normal
2025-02-22,11323,4.2404861220025,480,494599.597478629,26,49595.77086805001,False,normal
2025-02-23,12611,4.61275401442234,581,609380.0254407921,38,50002.91159021489,False,normal
2025-02-24,13030,4.223631468493538,550,574630.7797089657,30,41646.89895461677,False,normal
2025-02-25,12931,4.921261773708696,636,690990.1233162191,36,51962.326500321644,False,normal
2025-02-26,11160,4.814369294855122,537,572825.295759421,21,43749.76742700524,False,normal
2025-02-27,11690,4.112862548032324,480,497632.515042372,27,46443.46814639928,False,normal
2025-02-28,12331,4.540049832834025,559,555862.1893835693,23,46301.6091938561,False,normal
2025-03-01,12975,4.425881582354802,574,497728.67393294565,29,44328.456292647264,False,normal
2025-03-02,11520,4.679021045136322,539,557525.1376089972,30,49054.04136579891,False,normal
2025-03-03,11814,3.862276788796964,456,463576.4468277103,27,48967.443602761065,False,normal
2025-03-04,10893,4.440118010999454,483,493493.8062692292,27,36257.3401338091,False,normal
2025-03-05,10803,4.570448570397356,493,442645.036169647,26,51521.70121439076,False,normal
2025-03-06,12812,3.5844411797519102,459,419303.6038362086,20,36687.54005982163,False,normal
2025-03-07,13356,3.7858595205669787,505,547547.3752746494,27,50162.731021708285,False,normal
2025-03-08,11927,3.486268737783965,415,413686.76889195904,21,50633.525684137916,False,normal
2025-03-09,13003,4.105707607944405,533,562059.1897359687,26,39545.16784892401,False,normal
2025-03-10,12361,4.451139789528587,550,551246.0085497402,28,42945.928560227076,False,normal
2025-03-11,11354,4.72582496823361,536,537275.9432615774,24,39471.47665757032,False,normal
2025-03-12,12361,4.225933173146921,522,561182.7317375577,18,43925.39484855632,False,normal
2025-03-13,13538,4.770015440949952,645,618372.0920239835,28,43459.82857907129,False,normal
2025-03-14,11964,3.716964489624788,444,447414.20999694377,21,48898.3026613467,False,normal
2025-03-15,13564,1.2613356511789935,171,164676.07405051502,17,51551.543730598045,True,conversion_crash
2025-03-16,9380,4.1805583053861834,392,378374.1983077226,20,51978.41905394978,False,normal
2025-03-17,12821,4.334422907128758,555,541272.7577179924,21,42189.15986710849,False,normal
2025-03-18,12087,4.1885568381670675,506,514991.9750757327,16,43953.89063127736,False,normal
2025-03-19,11700,3.4763952649860435,406,390450.24476837023,21,36582.80903889525,False,normal
2025-03-20,12091,4.168807986170524,504,554632.0869831244,32,40970.64966751906,False,normal
2025-03-21,10012,3.7434356748233015,374,347233.34951759246,25,49824.258165487285,False,normal
2025-03-22,11780,4.434385392090514,522,514196.24013982166,22,53077.91411774116,False,normal
2025-03-23,12357,4.328309386133897,534,515214.68919052725,26,38828.25564060039,False,normal
2025-03-24,13477,3.871042074785426,521,581310.0382198637,24,42037.67870423553,False,normal
2025-03-25,11481,4.020146578932158,461,468248.94015774684,19,44867.97121520536,False,normal
2025-03-26,11191,3.829275267338867,428,463330.357031406,20,46400.80579409803,False,normal
2025-03-27,11498,4.17806231595439,480,422954.48167538026,17,40951.98240039177,False,normal
2025-03-28,12915,4.534299812175433,585,597497.9524426813,29,47120.30522232045,False,normal
2025-03-29,12328,3.8549958837825598,475,508805.97023369063,27,42630.803264645416,False,normal
2025-03-30,11470,4.376416280431246,501,504297.942290159,34,44927.7386456086,False,normal
2025-03-31,12513,4.014409833569646,502,544789.6918626245,23,47731.4212400185,False,normal
2025-04-01,12097,3.92249450870818,474,454384.4219721939,26,45032.11134905469,False,normal
2025-04-02,12968,4.162539374015905,539,599771.0616208022,25,42818.070547367155,False,normal
2025-04-03,11297,3.8376651871532195,433,512633.8310021708,17,44451.95098037084,False,normal
2025-04-04,11672,4.006222743128487,467,453444.35138197435,29,44558.18520397332,False,normal
2025-04-05,11607,3.7807427375939033,438,422389.59165011696,21,43149.94485058936,False,normal
2025-04-06,10536,4.887653796520737,514,573763.1696990798,26,43706.01968666449,False,normal
2025-04-07,12296,4.212342243190105,517,582331.1039474222,23,52993.23585252358,False,normal
2025-04-08,12261,3.955096072202595,484,463754.85974862543,26,47804.59723970619,False,normal
2025-04-09,12005,4.274892968756978,513,495755.533026386,34,43522.598409854196,False,normal
2025-04-10,11765,4.160685182608209,489,477976.5861013769,18,48484.772022553676,False,normal
2025-04-11,10584,4.122660640163372,436,389105.5661751244,23,43330.90255121995,False,normal
2025-04-12,11579,4.414958345015199,511,473445.508427726,31,50865.623187933204,False,normal
2025-04-13,11657,4.465127698516557,520,478227.744103114,30,46848.21096099047,False,normal
2025-04-14,11197,4.014324598336316,449,421420.71146145975,16,44463.48927997886,False,normal
2025-04-15,11838,3.9984636157743623,473,471687.5238612842,19,47238.58462905139,False,normal
2025-04-16,12404,4.103731905996924,509,518537.2239088871,23,37145.619239657506,False,normal
2025-04-17,13886,3.3943275923425453,471,529422.8585692345,27,39366.16265545097,False,normal
2025-04-18,12174,3.669683128230507,446,410378.72782643995,34,39030.374968004726,False,normal
2025-04-19,12257,4.678405993605583,573,618121.3387461667,27,45714.715473818535,False,normal
2025-04-20,11925,4.77573869972545,569,559259.2278108549,19,53662.57499742546,False,normal
2025-04-21,10081,4.112837386155268,414,412361.76193631144,23,56156.50073096316,False,normal
2025-04-22,11973,4.401794937069519,527,555450.3897897439,23,48190.25550720379,False,normal
2025-04-23,12060,4.308937554090238,519,472384.58166473336,38,47504.22237472228,False,normal
2025-04-24,14463,5.277608282959333,763,786342.2909070743,39,35994.71132923631,False,normal
2025-04-25,11807,4.591851219002102,542,549217.3677481181,22,42286.63100132989,False,normal
2025-04-26,12301,4.155228842981732,511,531131.4076726531,24,41061.08124045881,False,normal
2025-04-27,11965,3.8655608457898514,462,472687.673078833,27,41895.76200874442,False,normal
2025-04-28,10831,3.6377437879098498,394,471391.0604099914,27,44159.280907076056,False,normal
2025-04-29,13142,4.271212272553528,561,532378.229506801,19,42639.54711151437,False,normal
2025-04-30,12751,3.935277239150494,501,479717.64204352716,29,35103.50094812106,False,normal
2025-05-01,12791,3.7022112016408144,473,449420.3624800869,15,48739.55128058767,False,normal
2025-05-02,11090,3.973699490515116,440,420447.20540555904,19,39636.284871300966,False,normal
2025-05-03,13402,3.821458198734962,512,485892.62326552504,22,46196.23432055575,False,normal
2025-05-04,10598,4.790499572275398,507,555226.5105017223,28,55370.41334874987,False,normal
2025-05-05,12586,4.508573914932308,567,631434.0726888197,30,40403.07704206788,False,normal
2025-05-06,14190,4.197209575539184,595,567832.4764175249,22,32348.56238626835,False,normal
2025-05-07,11009,4.71798044861151,519,484440.5966047124,25,43569.97889059944,False,normal
2025-05-08,11433,4.227078907676667,483,501215.49709877063,24,50504.79817499286,False,normal
2025-05-09,12099,3.898550529535108,471,450192.23569149297,23,54791.73727110297,False,normal
2025-05-10,11496,4.7330934270443805,544,571545.1927087199,30,38852.252027737915,False,normal
2025-05-11,10449,4.388618515289631,458,465435.0994839916,29,47483.49611618261,False,normal
2025-05-12,12068,3.8369638459857405,463,406856.8379805026,24,42673.447716099734,False,normal
2025-05-13,10937,4.133381462670737,452,507957.7880800951,29,44470.258228479324,False,normal
2025-05-14,12473,3.893533611315335,485,554680.0537161062,25,58221.716735085174,False,normal
2025-05-15,11080,3.7160200941624826,411,390851.5078568734,37,37485.148358024235,False,normal
2025-05-16,13549,4.524162141636075,612,593018.1316255343,18,46268.69830747287,False,normal
2025-05-17,11216,4.868295824164546,546,558486.6002668638,24,47338.46585882716,False,normal
2025-05-18,11677,3.7105013491633008,433,444585.5832051505,17,50428.931624696736,False,normal
2025-05-19,12813,4.3970392328417,563,592660.8340411843,19,45489.915767354476,False,normal
2025-05-20,10769,3.972275100807361,427,495668.58704425854,174,46540.25269752051,True,refund_spike
2025-05-21,12227,4.029506115682357,492,485035.3571258342,23,43041.757162891045,False,normal
2025-05-22,13307,3.992662126516396,531,497088.3330520065,24,46345.63470622554,False,normal
2025-05-23,10392,3.8976032306120647,405,360310.0570123293,30,43284.03862251295,False,normal
2025-05-24,12184,4.21698256978069,513,483002.63116078364,28,48107.85944928025,False,normal
2025-05-25,12259,3.909167459256137,479,477730.5743994761,21,43151.94831978183,False,normal
2025-05-26,12781,4.2946598890229435,548,626673.4167366198,24,46885.50196951093,False,normal
2025-05-27,10763,4.182416661692803,450,431365.99323469785,27,44853.685931575106,False,normal
2025-05-28,10679,4.116368183596757,439,446859.4328615581,27,50630.25125386084,False,normal
2025-05-29,12521,3.882352718285441,486,485361.4778006914,15,44743.03138205757,False,normal
2025-05-30,12296,3.998130034301084,491,537680.0877810408,19,36134.837658965596,False,normal
2025-05-31,12250,4.464386929039015,546,656376.4083621599,25,51309.60750356996,False,normal
2025-06-01,12346,4.375321015668534,540,517066.4690098422,13,40471.338495686905,False,normal
2025-06-02,11319,3.8578556643205073,436,418928.3522449644,28,41731.1683067559,False,normal
2025-06-03,12232,4.234766306900229,517,560186.4938755768,16,42021.69352978254,False,normal
2025-06-04,12293,4.462985493180127,548,577894.1229052176,23,51872.19046585409,False,normal
2025-06-05,11285,3.61570815160752,408,468276.52711202414,23,34321.62893010652,False,normal
2025-06-06,13865,4.390176067332978,608,636402.2669342549,27,60688.74266829997,False,normal
2025-06-07,12473,3.9680816843689537,494,479800.7765720954,19,50280.284045330256,False,normal
2025-06-08,10808,4.399709534007606,475,497444.8835663078,27,46116.1945706458,False,normal
2025-06-09,12656,3.932859295210119,497,541082.0543639765,21,44725.529996918565,False,normal
2025-06-10,11025,3.5682912647674185,393,418795.9597768451,22,46427.77037428829,False,normal
2025-06-11,12787,3.6303601467408932,464,482830.0120347029,27,47605.612141896694,False,normal
2025-06-12,13158,4.216829731331484,554,601275.0222425914,20,48226.07792975029,False,normal
2025-06-13,11179,4.2909028756025185,479,523807.4070258782,27,47778.022330017244,False,normal
2025-06-14,12963,3.883489181213457,503,558618.0777993501,27,45447.903406276244,False,normal
2025-06-15,12412,4.423507360572081,549,577491.3382629371,30,44013.30789846337,False,normal
2025-06-16,12822,3.618467978205864,463,456809.9463050637,26,44243.63358173244,False,normal
2025-06-17,13896,4.176872070473439,580,586807.5150505062,30,44025.4585982366,False,normal
2025-06-18,11754,3.7761443300831403,443,485758.6777730562,18,50668.85048433532,False,normal
2025-06-19,11246,3.9718573622692444,446,416851.7352591754,34,47967.78361140431,False,normal
2025-06-20,11110,4.216589534960745,468,481803.1286842014,23,30298.0568266786,False,normal
2025-06-21,11184,3.898855322150617,436,422280.3422260217,24,48279.5038826488,False,normal
2025-06-22,11922,4.0654055595195615,484,485112.9995440361,35,45973.68097359387,False,normal
2025-06-23,12341,4.552202483225054,561,618376.9195938156,18,44906.456217770516,False,normal
2025-06-24,12276,3.9980878456668982,490,497491.0834663802,32,43057.40773455557,False,normal
2025-06-25,12827,4.4924922392228,576,578139.7961390354,22,50620.563599930065,False,normal
2025-06-26,12013,3.804602600869834,457,407283.6594857742,33,49737.63231061429,False,normal
2025-06-27,13453,4.385431462270349,589,624163.4680312027,29,41135.61166088196,False,normal
2025-06-28,11735,4.704549017230265,552,580504.5814391898,31,47035.26143562268,False,normal
2025-06-29,14720,3.334924424955449,490,574799.585153574,29,40141.71632729357,False,normal
2025-06-30,12625,3.9210866605853334,495,482811.98189586116,20,38101.90917605535,False,normal
2025-07-01,11142,4.4019752445131894,490,498590.6928444264,13,41866.413877050174,False,normal
2025-07-02,10929,4.128934114884952,451,459997.76330828405,18,49311.96736191379,False,normal
2025-07-03,12482,4.329901055679958,540,608145.9816857821,30,49765.62522688043,False,normal
2025-07-04,11776,3.988605184649463,469,465424.51162484154,25,47565.427100486464,False,normal
2025-07-05,12714,4.230306425615515,537,548986.7647470938,29,48625.47893423999,False,normal
2025-07-06,12473,4.145512967612772,517,542142.5996418761,26,47580.89143557479,False,normal
2025-07-07,11927,4.608723721580933,549,557195.8726890272,22,41792.59202388524,False,normal
2025-07-08,11153,4.289047295155425,478,460928.3785795878,27,47159.612723369704,False,normal
2025-07-09,10485,4.318160931726321,452,459018.2941432028,19,49002.04762613841,False,normal
2025-07-10,11553,4.055843061857137,468,508196.77271474985,17,48771.45664906787,False,normal
2025-07-11,12856,4.029337821574628,518,475461.20599240565,30,50944.56685737322,False,normal
2025-07-12,12214,4.048604634263133,494,499254.96152228455,26,48541.51923600532,False,normal
2025-07-13,10754,4.338058249832404,466,439899.49601906765,27,46757.241037707914,False,normal
2025-07-14,12173,4.052655431712908,493,540132.6390447958,23,50350.75119158214,False,normal
2025-07-15,12385,4.301421199913745,532,467173.16533240257,26,44867.3937037547,False,normal
2025-07-16,11116,4.926390279525903,547,522541.5799633953,29,40590.62674386141,False,normal
2025-07-17,12153,4.504893646201093,547,563506.7916528234,29,44184.66518028118,False,normal
2025-07-18,12058,4.085891763741256,492,553619.0257906636,37,41275.48677596776,False,normal
2025-07-19,10857,4.620424872757381,501,498364.72953619465,22,41624.108625128094,False,normal
2025-07-20,12357,4.057173619442457,501,478747.6029701366,22,44277.40664642241,False,normal
2025-07-21,12560,3.4866564126877515,437,502765.251147643,24,41037.90039500019,False,normal
2025-07-22,13083,3.8471697911789087,503,444731.9206472504,32,43460.1923518048,False,normal
2025-07-23,13053,3.5452228276409508,462,380732.1318433218,23,35531.92666523107,False,normal
2025-07-24,10622,4.076970280585543,433,448242.1005498474,28,46066.46853686469,False,normal
2025-07-25,11062,4.206446432716343,465,446323.58285408287,27,45006.02737681112,False,normal
2025-07-26,12515,4.786753059296349,599,550062.5234030962,30,40914.55684465905,False,normal
2025-07-27,12513,4.314424580817457,539,569544.3300075482,26,48296.22834216202,False,normal
2025-07-28,12515,4.123314814916898,516,526064.0934644751,27,49687.85068813279,False,normal
2025-07-29,15852,4.490291953414221,711,678915.2074836949,26,36962.20067815513,False,normal
2025-07-30,12570,3.4261026418472404,430,385957.5286857212,26,41186.37610716893,False,normal
2025-07-31,13135,4.282465095337998,562,601225.6814794753,28,41154.28825106351,False,normal
2025-08-01,12954,4.4698028178604385,579,609117.3185630452,21,40300.484494455675,False,normal
2025-08-02,12651,3.6824948139770557,465,461310.65786740696,25,49147.374209658745,False,normal
2025-08-03,11684,4.600313915122426,537,616331.5253502078,15,44030.86930613598,False,normal
2025-08-04,12758,4.318473742623045,550,502916.27028164925,30,43677.42579344695,False,normal
2025-08-05,11227,4.05464923013472,455,399470.8837783395,30,34980.688177966236,False,normal
2025-08-06,11763,4.4214736531372,520,491216.6242929402,24,48177.09015104613,False,normal
2025-08-07,11514,4.994742500231538,575,572903.0432476471,22,38803.70802573264,False,normal
2025-08-08,12081,4.263653189270474,515,525025.5853120949,17,45299.66315133164,False,normal
2025-08-09,14314,4.286877205205117,613,601169.7837227256,26,46386.88468979096,False,normal
2025-08-10,10132,4.0392236851609145,409,189233.6636582765,27,51803.292979193255,True,revenue_collapse
2025-08-11,12686,3.902554470687323,495,445439.0388020584,27,38455.89800440444,False,normal
2025-08-12,10387,4.490617535790486,466,519823.54443985113,18,29902.439220895874,False,normal
2025-08-13,11528,3.900370660931897,449,446049.12967213895,31,45919.24772376847,False,normal
2025-08-14,13088,4.225048183026788,552,601339.7839229318,26,54002.55590755427,False,normal
2025-08-15,12064,4.032819893632209,486,499325.16146716516,20,51194.731764697186,False,normal
2025-08-16,10922,4.367642939011238,477,494429.70284290845,22,46048.29707637313,False,normal
2025-08-17,11284,4.316781736850432,487,509198.1332378467,21,42541.81907183976,False,normal
2025-08-18,12679,4.563138980490265,578,598702.0438152007,22,49035.612983186555,False,normal
2025-08-19,11269,4.021494260400838,453,476292.2728175998,21,40132.26900147766,False,normal
2025-08-20,12216,4.10554377264732,501,554272.433407708,20,47381.7888467811,False,normal
2025-08-21,12045,3.8574326994761927,464,471294.86581931857,24,47527.35079583313,False,normal
2025-08-22,11348,4.044497358973361,458,483977.8976780431,18,50301.0495374944,False,normal
2025-08-23,14143,4.332055172565698,612,607606.5404076974,28,58798.30019455539,False,normal
2025-08-24,12633,4.464946015825873,564,628978.0887610802,24,46962.079835893834,False,normal
2025-08-25,9974,3.877242136537831,386,365113.00571240974,29,42455.181871462504,False,normal
2025-08-26,12186,4.504362072036981,548,626953.2285788101,27,44872.128439040025,False,normal
2025-08-27,11338,4.674473250581733,529,527300.5155287314,29,36154.62047555441,False,normal
2025-08-28,12852,4.3447022161282955,558,494130.19944145036,37,41526.434344554706,False,normal
2025-08-29,11207,4.856878534395324,544,549575.1041369176,15,42953.58780943448,False,normal
2025-08-30,11885,3.9291737803137496,466,440610.3942093365,21,42379.55801032704,False,normal
2025-08-31,12504,3.764370853841004,470,501608.197441976,33,45761.77436016861,False,normal
2025-09-01,12865,3.577447912883503,460,435983.437561672,21,40887.900338089,False,normal
2025-09-02,10799,4.723615509021214,510,491795.715924837,24,50605.15333662236,False,normal
2025-09-03,11665,4.42902797972392,516,437999.7586265685,15,45001.03532459099,False,normal
2025-09-04,11525,4.180545365181341,481,463595.2528352955,11,44953.498394306866,False,normal
2025-09-05,11346,4.297989019211937,487,392565.66143453587,33,43360.52641743541,False,normal
2025-09-06,13765,3.8060788334455684,523,456729.5058653573,25,45775.95341929489,False,normal
2025-09-07,12404,5.05601319286589,627,665142.399152198,23,49125.491323338174,False,normal
2025-09-08,10739,4.24522741369133,455,483603.1257748903,38,40664.3489214455,False,normal
2025-09-09,12917,4.238288178111713,547,565618.02290371,35,41709.41755462372,False,normal
2025-09-10,14122,4.454018318364542,628,579419.1185691883,24,43481.369856116675,False,normal
2025-09-11,13032,4.36835323110785,569,566828.179068417,21,38270.64538263393,False,normal
2025-09-12,10480,4.278359408497696,448,447870.88499899406,20,40903.71070139251,False,normal
2025-09-13,11515,3.923333940594141,451,409206.20201393304,27,42618.895632276704,False,normal
2025-09-14,13266,4.365013924997599,579,648637.4093378545,18,49371.94590356364,False,normal
2025-09-15,11292,4.858708573766262,548,586463.5628188375,21,46312.80664500962,False,normal
2025-09-16,12443,4.6708970161542425,581,570729.5852003972,31,45967.949556837724,False,normal
2025-09-17,12774,4.757615319323789,607,608305.5763415744,25,49254.48981083986,False,normal
2025-09-18,11073,4.0210745132490855,445,452418.42796293285,31,44313.14105800301,False,normal
2025-09-19,11940,3.853638312909497,460,384864.1568419861,16,46952.32424964445,False,normal
2025-09-20,8758,4.155974577965123,363,355821.96881160187,26,44483.89123533752,False,normal
2025-09-21,10975,4.219503719301043,463,437739.30345416156,24,46326.811746998144,False,normal
2025-09-22,11747,4.5829670314648325,538,494890.2747741228,31,42086.20671194209,False,normal
2025-09-23,10752,3.6076373795998133,387,378297.13493225083,24,32805.914208617854,False,normal
2025-09-24,13632,4.735342611811215,645,737760.6247854354,27,44328.60418906848,False,normal
2025-09-25,10569,4.144697235497354,438,460455.13385879603,15,52113.7406804997,False,normal
2025-09-26,11559,4.050591625518403,468,446615.05862253206,30,49631.07701120796,False,normal
2025-09-27,12130,3.8457634686589417,466,487345.88608895754,20,49826.987422955855,False,normal
2025-09-28,13441,3.620800164846981,486,540406.9393744639,19,51180.65360903109,False,normal
2025-09-29,10564,4.4881097043866705,474,509062.10925605224,29,45443.28795480719,False,normal
2025-09-30,13163,4.2256612885159415,556,558652.3588540494,21,45986.57853702798,False,normal
2025-10-01,12010,3.7485136850906313,450,426710.27600259933,24,41911.74052282825,False,normal
2025-10-02,11018,3.7467224297777344,412,435013.44041670393,26,43419.63571986475,False,normal
2025-10-03,12462,4.082475355248455,508,523991.2460635399,17,48078.855748855705,False,normal
2025-10-04,12199,4.784157533851288,583,624751.8117820935,30,51019.42218584408,False,normal
2025-10-05,11399,4.109143027022738,468,491780.8322549729,20,44302.768621595,False,normal
2025-10-06,12069,3.673899966408663,443,480196.1482309173,22,42749.05367574294,False,normal
2025-10-07,11614,4.11398992756992,477,456575.4243268487,26,45002.639794282986,False,normal
2025-10-08,12113,4.104546750588316,497,549379.5880496209,30,48006.033744645574,False,normal
2025-10-09,12662,3.25608967497045,412,418512.8829706615,33,37780.72591933229,False,normal
2025-10-10,13586,4.180996796718766,568,662299.8540520921,19,33519.09523431381,False,normal
2025-10-11,10762,4.119172914426963,443,418575.1837269057,30,42247.31575254208,False,normal
2025-10-12,14133,4.443672227684696,628,715214.8214710221,19,38896.43787042921,False,normal
2025-10-13,10047,4.847134633230871,486,493694.7712610277,20,42459.29901176345,False,normal
2025-10-14,11848,4.594297760341715,544,515650.2884826992,27,44261.09840591264,False,normal
2025-10-15,12588,4.105888958305809,516,496025.1927702376,24,42733.75795488493,False,normal
2025-10-16,12280,3.812715931940416,468,456006.19678120466,30,52262.33767235373,False,normal
2025-10-17,11377,5.100675931137451,580,599681.299913049,39,46633.7238230116,False,normal
2025-10-18,11791,4.220726451905071,497,517787.9390042915,27,46502.37179805414,False,normal
2025-10-19,11506,4.204875252169531,483,460832.2318478133,32,48111.03572021701,False,normal
2025-10-20,11410,4.191556219511499,478,477068.68039194,19,39305.834411096155,False,normal
2025-10-21,12849,4.269329666268749,548,641917.1325215441,26,50195.55893710134,False,normal
2025-10-22,12357,4.149473855826621,512,582760.1682473251,20,44621.1785673227,False,normal
2025-10-23,11307,3.9992182975919177,452,467777.46389541304,30,48352.40308620606,False,normal
2025-10-24,12899,4.008599370565863,517,518571.82385703677,28,39640.71383479922,False,normal
2025-10-25,12307,1.2565609066273202,154,181980.8517312773,125,37231.20616991968,True,checkout_incident
2025-10-26,12812,4.0098013301031825,513,538178.7776008564,24,49089.44829012514,False,normal
2025-10-27,12629,3.9505039760629925,498,457251.94420249556,25,46882.047630487585,False,normal
2025-10-28,11171,4.237250579692164,473,463260.8718239006,22,40489.742228212446,False,normal
2025-10-29,11439,4.110757973902701,470,407261.23882220266,28,40651.68459362653,False,normal
2025-10-30,12747,4.726397546003941,602,621226.5855846702,17,50627.173922073845,False,normal
2025-10-31,12610,3.272160567062446,412,433331.57817260234,19,39052.94053566336,False,normal
2025-11-01,11979,4.582027398172862,548,526817.1054927955,24,53213.36476627982,False,normal
2025-11-02,12117,4.6361298173741705,561,631640.5259364566,27,40496.89632676066,False,normal
2025-11-03,13277,3.474313418657148,461,415793.76234847365,23,48191.959628041914,False,normal
2025-11-04,11408,4.080059342071878,465,410525.2544561947,27,43356.90762125508,False,normal
2025-11-05,12547,4.069995696901473,510,519157.63419724687,28,48015.93715541172,False,normal
2025-11-06,11797,3.707370906848763,437,473606.55665932095,28,42279.42998942904,False,normal
2025-11-07,11782,3.927764159343194,462,524237.9674762828,21,44186.035469638526,False,normal
2025-11-08,13098,3.8112984540869603,499,480681.3402262719,21,45204.59587697861,False,normal
2025-11-09,12825,4.813294655198268,617,670243.6859381688,28,39989.06272109264,False,normal
2025-11-10,12813,4.527487437601612,580,578213.2070151672,22,48704.12172710063,False,normal
2025-11-11,13305,4.645044283247956,618,609465.3062909258,30,42433.93216764207,False,normal
2025-11-12,12021,4.4525852224151325,535,572820.6453244296,28,43857.000423299905,False,normal
2025-11-13,12681,3.80483188007397,482,507153.5701916215,18,40028.25312695744,False,normal
2025-11-14,11689,4.016417906802079,469,409853.76626995095,24,32188.331706023448,False,normal
2025-11-15,12324,4.3712810964297715,538,601550.2966522025,26,44044.86118699916,False,normal
2025-11-16,11869,3.7722552668878193,447,496352.0668243129,43,57063.07710806458,False,normal
2025-11-17,12096,4.449549450560336,538,511075.7813270298,24,48923.02143949012,False,normal
