date,visitors,conversion_rate,orders,revenue,refunds,marketing_spend,is_anomaly,anomaly_type,max_z_score,zscore_anomaly,isolation_forest_prediction,isolation_forest_anomaly,isolation_forest_score
2025-01-24,10575,4.532648343365118,479,519375.5536460125,30,45843.27335983364,False,normal,1.0600004803831589,False,1,False,0.11514945526627002
2025-01-25,11455,3.998083720518159,457,422289.97662430414,30,47209.70324784704,False,normal,1.0552438411715586,False,1,False,0.1413824638962916
2025-01-26,12110,3.885554865028075,470,568977.5656378858,26,39548.00461278577,False,normal,1.0988039776260043,False,1,False,0.11949409914483722
2025-01-27,10849,4.372171710027277,474,492706.61480140337,22,52054.66189873135,False,normal,1.4860730723011975,False,1,False,0.12104253728708353
2025-01-28,12375,3.7379183775427753,462,468831.54313176253,23,44507.05933857869,False,normal,1.0448569747756284,False,1,False,0.13847818793345684
2025-01-29,11399,4.841010568049024,551,513163.5890496121,23,45094.24811472424,False,normal,1.6088484455227852,False,1,False,0.10830846859725646
2025-01-30,11708,4.612804042252451,540,570253.3867904684,21,48541.07211628279,False,normal,1.0598527227120684,False,1,False,0.12397014471836104
2025-01-31,31914,4.035788521763354,459,437862.57902054896,21,46166.08065631751,True,traffic_spike,14.11410309748209,True,-1,True,-0.05549148620779487
2025-02-01,13852,3.600402914818193,498,502860.8710154712,26,49765.683169566226,False,normal,1.3756774918165398,False,1,False,0.07628913211671778
2025-02-02,11986,4.6738553309578945,560,674691.787314442,27,46435.62082600912,False,normal,2.1534174669176362,False,1,False,0.07899818248499113
2025-02-03,10942,4.159911054161584,455,451503.4196500227,23,41937.81312679781,False,normal,0.799027800638253,False,1,False,0.14363077150235826
2025-02-04,12822,4.6332357091907115,594,648613.4684650953,25,46807.51762603051,False,normal,1.8218964986523265,False,1,False,0.09132977210636856
2025-02-05,10779,3.641950319421971,392,369948.38730805216,23,39281.36896339669,False,normal,1.7276077937517786,False,1,False,0.04075913639694667
2025-02-06,12208,3.990218741966179,487,485636.8484102384,26,45542.79852888262,False,normal,0.43789878000644933,False,1,False,0.16066668268756096
2025-02-07,10040,4.201835294901365,421,480640.565408204,27,44833.8500467777,False,normal,1.4404374930903103,False,1,False,0.09952055065779913
2025-02-08,10671,4.21644320781766,449,426479.3432842634,30,43959.4157136373,False,normal,1.0019864629045199,False,1,False,0.12993964072064268
2025-02-09,12196,4.042477084982265,493,564482.9711273988,37,44357.31244280535,False,normal,1.052206743152258,False,1,False,0.10355590108268814
2025-02-10,12738,4.4179974763216245,562,593820.5270180783,20,35590.754772511806,False,normal,1.9166887296490056,False,1,False,0.08292097848485291
2025-02-11,12171,3.826332849716092,465,444076.23593673325,27,42256.37546129519,False,normal,0.8321585565849644,False,1,False,0.14117591537836693
2025-02-12,11884,4.150167180242548,493,517942.1612283497,23,45464.22450570558,False,normal,0.2515702834015826,False,1,False,0.1564298758049899
2025-02-13,11698,4.242103471099165,496,534590.9605611886,25,45799.281959987005,False,normal,0.3723838808062179,False,1,False,0.1516037658521978
2025-02-14,10521,4.3800535919205625,460,482882.6066095928,22,39861.62429537021,False,normal,1.0983997302638806,False,1,False,0.12109277052082612
2025-02-15,11280,4.449065207331111,501,438065.39322679053,30,51328.539204323504,False,normal,1.3359979686749583,False,1,False,0.111080939515802
2025-02-16,11539,3.806375267856746,439,413462.9423850306,22,40669.1257589275,False,normal,1.1674576289858871,False,1,False,0.12251574526889619
2025-02-17,13057,3.6630600402425326,478,468534.8873765105,28,49847.286002633686,False,normal,1.22494344185234,False,1,False,0.11319456368833841
2025-02-18,12343,4.647186887664478,573,569587.9716100539,24,47135.97180935842,False,normal,1.1607009645793094,False,1,False,0.12947238480621603
2025-02-19,10236,4.316309904192857,441,462897.3116015879,20,41768.863450780984,False,normal,1.3010624379676903,False,1,False,0.10732329501493248
2025-02-20,12324,3.9380297122052066,485,491894.7988362103,20,53876.55446304755,False,normal,1.8626219909499993,False,1,False,0.10443664245103867
2025-02-21,11614,4.742903191432883,550,491244.84821675555,28,39031.8158412176,False,normal,1.3728318375382547,False,1,False,0.09332596146268474
2025-02-22,11323,4.2404861220025,480,494599.597478629,26,49595.77086805001,False,normal,0.9778692534740394,False,1,False,0.14914539796894427
2025-02-23,12611,4.61275401442234,581,609380.0254407921,38,50002.91159021489,False,normal,1.3231408428549556,False,1,False,0.053910235667305684
2025-02-24,13030,4.223631468493538,550,574630.7797089657,30,41646.89895461677,False,normal,0.8813906035831912,False,1,False,0.12105705735356914
2025-02-25,12931,4.921261773708696,636,690990.1233162191,36,51962.32650032165,False,normal,2.360610275765353,False,-1,True,-0.04722214778776612
2025-02-26,11160,4.814369294855122,537,572825.295759421,21,43749.76742700524,False,normal,1.544757618222247,False,1,False,0.1022432788861054
2025-02-27,11690,4.112862548032324,480,497632.515042372,27,46443.46814639928,False,normal,0.32635104414605787,False,1,False,0.15977744803836935
2025-02-28,12331,4.540049832834025,559,555862.1893835693,23,46301.6091938561,False,normal,0.937295867249833,False,1,False,0.13814603817165422
2025-03-01,12975,4.425881582354802,574,497728.6739329457,29,44328.456292647264,False,normal,1.176658471531415,False,1,False,0.11658887991984379
2025-03-02,11520,4.679021045136322,539,557525.1376089972,30,49054.04136579891,False,normal,1.2191507587068655,False,1,False,0.1172780238797238
2025-03-03,11814,3.862276788796964,456,463576.4468277103,27,48967.443602761065,False,normal,0.8480065179120716,False,1,False,0.14049853001809715
2025-03-04,10893,4.440118010999454,483,493493.8062692292,27,36257.3401338091,False,normal,1.7789188073716051,False,1,False,0.09617131207298985
2025-03-05,10803,4.570448570397356,493,442645.036169647,26,51521.70121439076,False,normal,1.3759207102457023,False,1,False,0.09738693088599526
2025-03-06,12812,3.5844411797519102,459,419303.6038362086,20,36687.54005982163,False,normal,1.6900050480668067,False,1,False,0.07732201079101592
2025-03-07,13356,3.7858595205669783,505,547547.3752746494,27,50162.731021708285,False,normal,1.095048628898468,False,1,False,0.10230299436608037
2025-03-08,11927,3.486268737783965,415,413686.76889195904,21,50633.52568413792,False,normal,1.6502497232616995,False,1,False,0.06886779623675532
2025-03-09,13003,4.105707607944405,533,562059.1897359687,26,39545.16784892401,False,normal,1.0993902802354616,False,1,False,0.12039658194316949
2025-03-10,12361,4.451139789528587,550,551246.0085497402,28,42945.92856022707,False,normal,0.7936783046808839,False,1,False,0.13811788742072417
2025-03-11,11354,4.72582496823361,536,537275.9432615774,24,39471.47665757032,False,normal,1.331746809593149,False,1,False,0.10693167502296774
2025-03-12,12361,4.225933173146921,522,561182.7317375577,18,43925.39484855632,False,normal,0.71720493574224,False,1,False,0.13240586291901973
2025-03-13,13538,4.770015440949952,645,618372.0920239835,28,43459.82857907129,False,normal,2.3096414651309023,False,1,False,0.03822788415218786
2025-03-14,11964,3.716964489624788,444,447414.20999694377,21,48898.3026613467,False,normal,1.0952656771695495,False,1,False,0.12668088156653734
2025-03-15,13564,1.2613356511789937,171,164676.07405051502,17,51551.543730598045,True,conversion_crash,7.002764266053622,True,-1,True,-0.20032365057107315
2025-03-16,9380,4.1805583053861834,392,378374.1983077226,20,51978.41905394978,False,normal,1.9097616582991328,False,-1,True,-0.0011537688552916148
2025-03-17,12821,4.334422907128758,555,541272.7577179924,21,42189.15986710849,False,normal,0.8734658394414112,False,1,False,0.1325340010124757
2025-03-18,12087,4.1885568381670675,506,514991.9750757327,16,43953.89063127736,False,normal,0.9034587966785029,False,1,False,0.13294415052740366
2025-03-19,11700,3.4763952649860435,406,390450.24476837023,21,36582.80903889525,False,normal,1.7116508648680928,False,1,False,0.04183710541397567
2025-03-20,12091,4.168807986170524,504,554632.0869831244,32,40970.64966751906,False,normal,0.8047715700773499,False,1,False,0.1315408891616358
2025-03-21,10012,3.7434356748233015,374,347233.34951759246,25,49824.258165487285,False,normal,2.014842918889677,False,-1,True,-0.008564480617169745
2025-03-22,11780,4.434385392090514,522,514196.24013982166,22,53077.91411774116,False,normal,1.697558932729935,False,1,False,0.11427845376648871
2025-03-23,12357,4.328309386133897,534,515214.6891905273,26,38828.25564060039,False,normal,1.2475617597714688,False,1,False,0.12840329981568355
2025-03-24,13477,3.871042074785426,521,581310.0382198637,24,42037.67870423553,False,normal,1.0036036520956335,False,1,False,0.09815557198801828
2025-03-25,11481,4.020146578932158,461,468248.9401577469,19,44867.97121520536,False,normal,0.6265398140565019,False,1,False,0.15285788564830927
2025-03-26,11191,3.829275267338867,428,463330.357031406,20,46400.80579409803,False,normal,1.153137543475982,False,1,False,0.11639497245879299
2025-03-27,11498,4.17806231595439,480,422954.48167538026,17,40951.98240039177,False,normal,1.0467963120488957,False,1,False,0.1214872767811242
2025-03-28,12915,4.534299812175433,585,597497.9524426813,29,47120.30522232045,False,normal,1.352191048004575,False,1,False,0.11260854291430583
2025-03-29,12328,3.85499588378256,475,508805.97023369063,27,42630.803264645416,False,normal,0.7632039854992271,False,1,False,0.13950335158196459
2025-03-30,11470,4.376416280431246,501,504297.942290159,34,44927.7386456086,False,normal,0.7728259517478635,False,1,False,0.1275248331328458
2025-03-31,12513,4.014409833569646,502,544789.6918626245,23,47731.4212400185,False,normal,0.5925453050874095,False,1,False,0.14753393807431825
2025-04-01,12097,3.92249450870818,474,454384.4219721939,26,45032.11134905469,False,normal,0.6472427863820541,False,1,False,0.15234992960193144
2025-04-02,12968,4.162539374015905,539,599771.0616208022,25,42818.070547367155,False,normal,1.2009867650544537,False,1,False,0.12270245954087927
2025-04-03,11297,3.837665187153219,433,512633.8310021708,17,44451.95098037084,False,normal,1.0733500087154548,False,1,False,0.10511693989953463
2025-04-04,11672,4.006222743128487,467,453444.3513819743,29,44558.18520397332,False,normal,0.6591934460126745,False,1,False,0.1497480666269408
2025-04-05,11607,3.7807427375939033,438,422389.59165011696,21,43149.94485058936,False,normal,1.053977483857576,False,1,False,0.13177710099208778
2025-04-06,10536,4.887653796520737,514,573763.1696990798,26,43706.01968666449,False,normal,1.7210579138527136,False,1,False,0.07269151980768729
2025-04-07,12296,4.212342243190105,517,582331.1039474222,23,52993.23585252358,False,normal,1.6800576212776313,False,1,False,0.11255620861260018
2025-04-08,12261,3.955096072202595,484,463754.85974862543,26,47804.59723970619,False,normal,0.6076693272680412,False,1,False,0.15370814512881675
2025-04-09,12005,4.274892968756978,513,495755.533026386,34,43522.59840985419,False,normal,0.7728259517478635,False,1,False,0.13364396881538393
2025-04-10,11765,4.160685182608209,489,477976.5861013769,18,48484.77202255368,False,normal,0.7482479124106475,False,1,False,0.14791807347533625
2025-04-11,10584,4.122660640163372,436,389105.5661751244,23,43330.90255121995,False,normal,1.4771010915173235,False,1,False,0.11280735076114912
2025-04-12,11579,4.414958345015199,511,473445.508427726,31,50865.6231879332,False,normal,1.24032244487567,False,1,False,0.1260136647892453
2025-04-13,11657,4.465127698516557,520,478227.744103114,30,46848.21096099047,False,normal,0.7045882061153725,False,1,False,0.1363352158800029
2025-04-14,11197,4.014324598336316,449,421420.71146145975,16,44463.48927997886,False,normal,1.0662943858838259,False,1,False,0.12177096714977897
2025-04-15,11838,3.9984636157743623,473,471687.5238612842,19,47238.58462905139,False,normal,0.6240780052741085,False,1,False,0.1521523522876912
2025-04-16,12404,4.103731905996924,509,518537.2239088871,23,37145.619239657506,False,normal,1.5953292020805376,False,1,False,0.12508537447978113
2025-04-17,13886,3.3943275923425453,471,529422.8585692345,27,39366.16265545097,False,normal,1.8714322482638635,False,1,False,0.048633427490874015
2025-04-18,12174,3.669683128230507,446,410378.7278264399,34,39030.374968004726,False,normal,1.2090102998683185,False,1,False,0.08376570391530869
2025-04-19,12257,4.678405993605583,573,618121.3387461667,27,45714.715473818535,False,normal,1.4342649021798464,False,1,False,0.11465240254644543
2025-04-20,11925,4.77573869972545,569,559259.2278108549,19,53662.57499742546,False,normal,1.8183966957974895,False,1,False,0.059232493866509695
2025-04-21,10081,4.112837386155268,414,412361.76193631144,23,56156.50073096316,False,normal,2.333841490154232,False,1,False,0.031956420097619676
2025-04-22,11973,4.401794937069519,527,555450.3897897439,23,48190.25550720379,False,normal,0.6873772125947996,False,1,False,0.143553445840562
2025-04-23,12060,4.308937554090238,519,472384.58166473336,38,47504.22237472228,False,normal,1.1453336736203894,False,1,False,0.09937262575659023
2025-04-24,14463,5.277608282959333,763,786342.2909070743,39,35994.71132923631,False,normal,4.192627285479347,True,-1,True,-0.1757234800450611
2025-04-25,11807,4.591851219002102,542,549217.3677481181,22,42286.63100132989,False,normal,1.0094465815857425,False,1,False,0.13387497143224297
2025-04-26,12301,4.155228842981732,511,531131.4076726531,24,41061.08124045881,False,normal,0.7860811644688538,False,1,False,0.15010527261871243
2025-04-27,11965,3.8655608457898514,462,472687.673078833,27,41895.76200874442,False,normal,0.7377878895597494,False,1,False,0.1468067606364133
2025-04-28,10831,3.6377437879098498,394,471391.0604099914,27,44159.280907076056,False,normal,1.6956927798475678,False,1,False,0.07525193134452396
2025-04-29,13142,4.271212272553528,561,532378.229506801,19,42639.54711151437,False,normal,0.969210881154044,False,1,False,0.11203364730879484
2025-04-30,12751,3.935277239150494,501,479717.6420435272,29,35103.50094812106,False,normal,2.017394393789356,False,1,False,0.08999832132214952
2025-05-01,12791,3.7022112016408144,473,449420.3624800869,15,48739.55128058767,False,normal,1.1307576157647516,False,1,False,0.09357585910122518
2025-05-02,11090,3.973699490515116,440,420447.20540555904,19,39636.284871300966,False,normal,1.080558205875786,False,1,False,0.1167076887000918
2025-05-03,13402,3.821458198734962,512,485892.62326552504,22,46196.23432055575,False,normal,0.9502713605946309,False,1,False,0.11567947531915251
2025-05-04,10598,4.790499572275398,507,555226.5105017223,28,55370.41334874987,False,normal,2.1713728794724716,False,1,False,0.0375326541357589
2025-05-05,12586,4.508573914932308,567,631434.0726888197,30,40403.07704206788,False,normal,1.6035032059379644,False,1,False,0.09040388648851955
2025-05-06,14190,4.197209575539184,595,567832.4764175249,22,32348.56238626835,False,normal,2.5867853429197027,False,-1,True,-0.004736388666122027
2025-05-07,11009,4.71798044861151,519,484440.5966047124,25,43569.97889059944,False,normal,1.3128752733607592,False,1,False,0.11939956564708759
2025-05-08,11433,4.227078907676667,483,501215.49709877063,24,50504.79817499286,False,normal,1.1657470988287868,False,1,False,0.14655548674445518
2025-05-09,12099,3.898550529535108,471,450192.23569149297,23,54791.73727110297,False,normal,2.051772055826949,False,1,False,0.09506356438655356
2025-05-10,11496,4.7330934270443805,544,571545.1927087199,30,38852.252027737915,False,normal,1.3492325181398712,False,1,False,0.08846996109237881
2025-05-11,10449,4.388618515289631,458,465435.0994839916,29,47483.49611618261,False,normal,1.1495987301048431,False,1,False,0.1199978908417198
2025-05-12,12068,3.836963845985741,463,406856.8379805026,24,42673.447716099734,False,normal,1.251437817329421,False,1,False,0.13562372636431008
2025-05-13,10937,4.133381462670737,452,507957.7880800951,29,44470.25822847933,False,normal,0.8025832867383198,False,1,False,0.14170504780432686
2025-05-14,12473,3.893533611315335,485,554680.0537161062,25,58221.716735085174,False,normal,2.7606805191725075,False,1,False,0.05758913667933313
2025-05-15,11080,3.7160200941624826,411,390851.5078568734,37,37485.148358024235,False,normal,1.5251552934347457,False,1,False,0.02738530272155787
2025-05-16,13549,4.524162141636075,612,593018.1316255343,18,46268.69830747287,False,normal,1.7830437357114224,False,1,False,0.06418758397601593
2025-05-17,11216,4.868295824164546,546,558486.6002668638,24,47338.46585882716,False,normal,1.6744885005165229,False,1,False,0.09947204023510564
2025-05-18,11677,3.7105013491633008,433,444585.5832051505,17,50428.931624696736,False,normal,1.150066993407015,False,1,False,0.09640211213369748
2025-05-19,12813,4.3970392328417,563,592660.8340411843,19,45489.91576735448,False,normal,1.1105979042770775,False,1,False,0.1203536224394503
2025-05-20,10769,3.972275100807361,427,495668.58704425854,174,46540.25269752051,True,refund_spike,13.81059621728627,True,-1,True,-0.11665163763636222
2025-05-21,12227,4.029506115682357,492,485035.3571258342,23,43041.757162891045,False,normal,0.37671488711895884,False,1,False,0.15678225517119537
2025-05-22,13307,3.992662126516396,531,497088.3330520065,24,46345.63470622554,False,normal,0.8827171246933609,False,1,False,0.12713818394943793
2025-05-23,10392,3.8976032306120647,405,360310.0570123293,30,43284.03862251295,False,normal,1.843164377056973,False,1,False,0.05941706311910794
2025-05-24,12184,4.21698256978069,513,483002.6311607837,28,48107.85944928025,False,normal,0.6703475879507822,False,1,False,0.15027584030276664
2025-05-25,12259,3.909167459256137,479,477730.5743994761,21,43151.94831978183,False,normal,0.6328835964170042,False,1,False,0.14793394074139726
2025-05-26,12781,4.2946598890229435,548,626673.4167366198,24,46885.50196951093,False,normal,1.5429833050973905,False,1,False,0.12173308941462413
2025-05-27,10763,4.182416661692803,450,431365.99323469785,27,44853.685931575106,False,normal,0.939864861719241,False,1,False,0.14431791181396947
2025-05-28,10679,4.116368183596757,439,446859.4328615581,27,50630.25125386084,False,normal,1.1916757524245778,False,1,False,0.12480620838228407
2025-05-29,12521,3.882352718285441,486,485361.4778006914,15,44743.03138205757,False,normal,0.9965857271466343,False,1,False,0.12171527044798108
2025-05-30,12296,3.998130034301084,491,537680.0877810408,19,36134.8376589656,False,normal,1.8042376298628937,False,1,False,0.09670212176625625
2025-05-31,12250,4.464386929039015,546,656376.4083621599,25,51309.60750356996,False,normal,1.9205829732724007,False,1,False,0.09216911071711309
2025-06-01,12346,4.375321015668534,540,517066.4690098422,13,40471.338495686905,False,normal,1.1828395880828972,False,1,False,0.08100758231626276
2025-06-02,11319,3.8578556643205073,436,418928.3522449644,28,41731.1683067559,False,normal,1.0979785349078037,False,1,False,0.12244272054291666
2025-06-03,12232,4.234766306900229,517,560186.4938755768,16,42021.69352978254,False,normal,0.9034587966785029,False,1,False,0.12225825361227
2025-06-04,12293,4.462985493180127,548,577894.1229052176,23,51872.19046585409,False,normal,1.4483598601832162,False,1,False,0.12531030645179642
2025-06-05,11285,3.61570815160752,408,468276.52711202414,23,34321.62893010652,False,normal,2.1789917726203254,False,1,False,0.041166308029422116
2025-06-06,13865,4.390176067332978,608,636402.2669342549,27,60688.74266829997,False,normal,3.2705656603851248,True,-1,True,-0.027256409556740913
2025-06-07,12473,3.9680816843689537,494,479800.7765720954,19,50280.284045330256,False,normal,1.1193444983672387,False,1,False,0.1391088843098175
2025-06-08,10808,4.399709534007606,475,497444.8835663078,27,46116.1945706458,False,normal,0.8943148281200441,False,1,False,0.14603825273485
2025-06-09,12656,3.932859295210119,497,541082.0543639765,21,44725.529996918565,False,normal,0.5758882210268031,False,1,False,0.13539694992846374
2025-06-10,11025,3.5682912647674185,393,418795.9597768451,22,46427.77037428829,False,normal,1.7116502867996732,False,1,False,0.06306146388642281
2025-06-11,12787,3.630360146740893,464,482830.0120347029,27,47605.612141896694,False,normal,1.303609473010314,False,1,False,0.12472049066884394
2025-06-12,13158,4.216829731331484,554,601275.0222425914,20,48226.07792975029,False,normal,1.2201058840608903,False,1,False,0.10833160308085549
2025-06-13,11179,4.2909028756025185,479,523807.4070258782,27,47778.02233001725,False,normal,0.6304977594950848,False,1,False,0.14259586231623822
2025-06-14,12963,3.883489181213457,503,558618.0777993501,27,45447.90340627624,False,normal,0.6946577493049118,False,1,False,0.1273475099939923
2025-06-15,12412,4.423507360572081,549,577491.3382629371,30,44013.30789846337,False,normal,0.9177554914837773,False,1,False,0.13290747840977496
2025-06-16,12822,3.618467978205864,463,456809.9463050637,26,44243.63358173244,False,normal,1.3322184255277136,False,1,False,0.12498992851503826
2025-06-17,13896,4.176872070473439,580,586807.5150505062,30,44025.4585982366,False,normal,1.3015533872812344,False,1,False,0.090076348370005
2025-06-18,11754,3.77614433008314,443,485758.6777730562,18,50668.85048433532,False,normal,1.1996534448420757,False,1,False,0.1186970131396895
2025-06-19,11246,3.971857362269245,446,416851.7352591754,34,47967.78361140431,False,normal,1.1243775554053308,False,1,False,0.11515785690793212
2025-06-20,11110,4.216589534960745,468,481803.1286842014,23,30298.0568266786,False,normal,3.0105840159422637,True,1,False,0.043319503631776335
2025-06-21,11184,3.898855322150617,436,422280.3422260217,24,48279.5038826488,False,normal,1.0553663185852944,False,1,False,0.12914153372992532
2025-06-22,11922,4.0654055595195615,484,485112.9995440361,35,45973.68097359387,False,normal,0.865952882215995,False,1,False,0.13631277807507036
2025-06-23,12341,4.552202483225054,561,618376.9195938156,18,44906.45621777051,False,normal,1.437513977036708,False,1,False,0.10192879177050446
2025-06-24,12276,3.9980878456668982,490,497491.0834663802,32,43057.40773455557,False,normal,0.5865720908116006,False,1,False,0.13930023471989705
2025-06-25,12827,4.4924922392228,576,578139.7961390354,22,50620.563599930065,False,normal,1.2085734854356258,False,1,False,0.11582758317596914
2025-06-26,12013,3.804602600869834,457,407283.6594857742,33,49737.63231061429,False,normal,1.2460118433806577,False,1,False,0.10244156802115495
2025-06-27,13453,4.385431462270349,589,624163.4680312027,29,41135.61166088196,False,normal,1.5110755494662413,False,1,False,0.08614188675127299
2025-06-28,11735,4.704549017230265,552,580504.5814391898,31,47035.26143562268,False,normal,1.28056332104568,False,1,False,0.10582788083957329
2025-06-29,14720,3.334924424955449,490,574799.585153574,29,40141.71632729357,False,normal,2.0143382615914396,False,1,False,0.004615075421166348
2025-06-30,12625,3.9210866605853334,495,482811.9818958611,20,38101.90917605535,False,normal,1.3976831122297404,False,1,False,0.12360634522049141
2025-07-01,11142,4.4019752445131894,490,498590.6928444264,13,41866.413877050174,False,normal,1.1828395880828972,False,1,False,0.0943935554519355
2025-07-02,10929,4.128934114884952,451,459997.7633082841,18,49311.96736191379,False,normal,0.9192127193636209,False,1,False,0.12796379952082654
2025-07-03,12482,4.329901055679958,540,608145.9816857821,30,49765.62522688043,False,normal,1.3074530455354239,False,1,False,0.1170996008407374
2025-07-04,11776,3.988605184649463,469,465424.51162484154,25,47565.427100486464,False,normal,0.5582376214363236,False,1,False,0.15767271975868247
2025-07-05,12714,4.230306425615515,537,548986.7647470938,29,48625.47893423999,False,normal,0.7773292295418673,False,1,False,0.13603143935572698
2025-07-06,12473,4.145512967612772,517,542142.5996418761,26,47580.89143557479,False,normal,0.5614337915998029,False,1,False,0.15321323583339413
2025-07-07,11927,4.608723721580933,549,557195.8726890272,22,41792.59202388524,False,normal,1.0500367080799702,False,1,False,0.1302284602774083
2025-07-08,11153,4.289047295155425,478,460928.3785795878,27,47159.612723369704,False,normal,0.6489862872154324,False,1,False,0.14686832536415534
2025-07-09,10485,4.318160931726321,452,459018.2941432028,19,49002.04762613841,False,normal,1.1239992301843618,False,1,False,0.11394170153094413
2025-07-10,11553,4.055843061857137,468,508196.77271474985,17,48771.45664906787,False,normal,0.8103318662103715,False,1,False,0.13314647835776988
2025-07-11,12856,4.029337821574628,518,475461.20599240565,30,50944.56685737322,False,normal,1.2566385295581746,False,1,False,0.12353345362973056
2025-07-12,12214,4.048604634263133,494,499254.96152228455,26,48541.51923600532,False,normal,0.7599764315780585,False,1,False,0.1559702536599274
2025-07-13,10754,4.338058249832404,466,439899.4960190677,27,46757.241037707914,False,normal,0.932714078000766,False,1,False,0.1320565038167324
2025-07-14,12173,4.052655431712908,493,540132.6390447958,23,50350.75119158214,False,normal,1.1339086544767247,False,1,False,0.1432567596164041
2025-07-15,12385,4.301421199913745,532,467173.16533240257,26,44867.3937037547,False,normal,0.5064431795429856,False,1,False,0.1465896088506718
2025-07-16,11116,4.926390279525903,547,522541.5799633953,29,40590.62674386141,False,normal,1.8142461494315838,False,1,False,0.06871342719057816
2025-07-17,12153,4.504893646201093,547,563506.7916528234,29,44184.66518028118,False,normal,0.8002530216421007,False,1,False,0.13617357929384966
2025-07-18,12058,4.085891763741256,492,553619.0257906636,37,41275.48677596776,False,normal,1.052206743152258,False,1,False,0.10476494650452295
2025-07-19,10857,4.620424872757381,501,498364.72953619465,22,41624.108625128094,False,normal,1.0781861307374,False,1,False,0.12038090635729909
2025-07-20,12357,4.057173619442457,501,478747.6029701366,22,44277.40664642241,False,normal,0.3446972138697141,False,1,False,0.1551121851590178
2025-07-21,12560,3.4866564126877515,437,502765.251147643,24,41037.90039500019,False,normal,1.6493170949625,False,1,False,0.09385728436235136
2025-07-22,13083,3.8471697911789087,503,444731.9206472504,32,43460.1923518048,False,normal,0.7820311919111737,False,1,False,0.10828691786052691
2025-07-23,13053,3.5452228276409508,462,380732.1318433218,23,35531.92666523107,False,normal,1.928847328139708,False,1,False,0.04665968856400743
2025-07-24,10622,4.076970280585543,433,448242.1005498474,28,46066.46853686469,False,normal,1.0733500087154548,False,1,False,0.13659257932823915
2025-07-25,11062,4.206446432716343,465,446323.58285408287,27,45006.02737681112,False,normal,0.7497163087323643,False,1,False,0.14994627424413093
